observation_id,selection,overlap_family,parent_id,reason,evidence,duplicate_of,analysis_target,alignment_status,threshold_route,metric_usability,reverse_exposure_supported,cohort_period_key,setting_handling,overlap_status,source_locator,historical_study_id,historical_role
275:incidence:overall:injuryTissueType_joint_sprain_incidence,hold,S1957,271:incidence:overall:injuryTissueType_joint_sprain_incidence,"This child competes with a retained source-supported parent for the same final target, but available evidence does not establish a disjoint population-period partition.","standardised.csv sourceDataRow 271 and child rows 272,273,274,275,276; competing parent observation=271:incidence:overall:injuryTissueType_joint_sprain_incidence",,incidence|overall|injuryTissueType_joint_sprain|sensitivity,supported,sensitivity,descriptive_only,false,S1957|275|U16|3,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,possible_parent_granular_overlap_unresolved,injury-analysis-master.csv observation_id=275:incidence:overall:injuryTissueType_joint_sprain_incidence; sourceDataRow=275,S1957,
275:incidence:overall:injuryTissueType_muscle_injury_incidence,hold,S1957,271:incidence:overall:injuryTissueType_muscle_injury_incidence,"This child competes with a retained source-supported parent for the same final target, but available evidence does not establish a disjoint population-period partition.","standardised.csv sourceDataRow 271 and child rows 272,273,274,275,276; competing parent observation=271:incidence:overall:injuryTissueType_muscle_injury_incidence",,incidence|overall|injuryTissueType_muscle_injury|sensitivity,supported,sensitivity,descriptive_only,false,S1957|275|U16|3,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,possible_parent_granular_overlap_unresolved,injury-analysis-master.csv observation_id=275:incidence:overall:injuryTissueType_muscle_injury_incidence; sourceDataRow=275,S1957,
275:incidence:overall:injuryTissueType_superficial_contusion_incidence,hold,S1957,271:incidence:overall:injuryTissueType_superficial_contusion_incidence,"This child competes with a retained source-supported parent for the same final target, but available evidence does not establish a disjoint population-period partition.","standardised.csv sourceDataRow 271 and child rows 272,273,274,275,276; competing parent observation=271:incidence:overall:injuryTissueType_superficial_contusion_incidence",,incidence|overall|injuryTissueType_superficial_contusion|sensitivity,supported,sensitivity,descriptive_only,false,S1957|275|U16|3,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,possible_parent_granular_overlap_unresolved,injury-analysis-master.csv observation_id=275:incidence:overall:injuryTissueType_superficial_contusion_incidence; sourceDataRow=275,S1957,
275:incidence:overall:injuryTissueType_tendon_injury_incidence,hold,S1957,271:incidence:overall:injuryTissueType_tendon_injury_incidence,"This child competes with a retained source-supported parent for the same final target, but available evidence does not establish a disjoint population-period partition.","standardised.csv sourceDataRow 271 and child rows 272,273,274,275,276; competing parent observation=271:incidence:overall:injuryTissueType_tendon_injury_incidence",,incidence|overall|injuryTissueType_tendon_injury|sensitivity,supported,sensitivity,descriptive_only,false,S1957|275|U16|3,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,possible_parent_granular_overlap_unresolved,injury-analysis-master.csv observation_id=275:incidence:overall:injuryTissueType_tendon_injury_incidence; sourceDataRow=275,S1957,
276:incidence:overall:main,hold,S1957,271:incidence:overall:main,"This child competes with a retained source-supported parent for the same final target, but available evidence does not establish a disjoint population-period partition.","standardised.csv sourceDataRow 271 and child rows 272,273,274,275,276; competing parent observation=271:incidence:overall:main",,incidence|overall|all_injuries|sensitivity,supported,sensitivity,descriptive_only,false,S1957|276|U19|3,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,possible_parent_granular_overlap_unresolved,injury-analysis-master.csv observation_id=276:incidence:overall:main; sourceDataRow=276,S1957,
276:incidence:overall:injuryLocation_ankle_incidence,hold,S1957,271:incidence:overall:injuryLocation_ankle_incidence,"This child competes with a retained source-supported parent for the same final target, but available evidence does not establish a disjoint population-period partition.","standardised.csv sourceDataRow 271 and child rows 272,273,274,275,276; competing parent observation=271:incidence:overall:injuryLocation_ankle_incidence",,incidence|overall|injuryLocation_ankle|sensitivity,supported,sensitivity,descriptive_only,false,S1957|276|U19|3,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,possible_parent_granular_overlap_unresolved,injury-analysis-master.csv observation_id=276:incidence:overall:injuryLocation_ankle_incidence; sourceDataRow=276,S1957,
276:incidence:overall:injuryLocation_foot_incidence,hold,S1957,271:incidence:overall:injuryLocation_foot_incidence,"This child competes with a retained source-supported parent for the same final target, but available evidence does not establish a disjoint population-period partition.","standardised.csv sourceDataRow 271 and child rows 272,273,274,275,276; competing parent observation=271:incidence:overall:injuryLocation_foot_incidence",,incidence|overall|injuryLocation_foot|sensitivity,supported,sensitivity,descriptive_only,false,S1957|276|U19|3,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,possible_parent_granular_overlap_unresolved,injury-analysis-master.csv observation_id=276:incidence:overall:injuryLocation_foot_incidence; sourceDataRow=276,S1957,
276:incidence:overall:injuryLocation_groin_incidence,hold,S1957,271:incidence:overall:injuryLocation_groin_incidence,"This child competes with a retained source-supported parent for the same final target, but available evidence does not establish a disjoint population-period partition.","standardised.csv sourceDataRow 271 and child rows 272,273,274,275,276; competing parent observation=271:incidence:overall:injuryLocation_groin_incidence",,incidence|overall|injuryLocation_groin|sensitivity,supported,sensitivity,descriptive_only,false,S1957|276|U19|3,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,possible_parent_granular_overlap_unresolved,injury-analysis-master.csv observation_id=276:incidence:overall:injuryLocation_groin_incidence; sourceDataRow=276,S1957,
276:incidence:overall:injuryLocation_head_incidence,hold,S1957,271:incidence:overall:injuryLocation_head_incidence,"This child competes with a retained source-supported parent for the same final target, but available evidence does not establish a disjoint population-period partition.","standardised.csv sourceDataRow 271 and child rows 272,273,274,275,276; competing parent observation=271:incidence:overall:injuryLocation_head_incidence",,incidence|overall|injuryLocation_head|sensitivity,supported,sensitivity,descriptive_only,false,S1957|276|U19|3,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,possible_parent_granular_overlap_unresolved,injury-analysis-master.csv observation_id=276:incidence:overall:injuryLocation_head_incidence; sourceDataRow=276,S1957,
276:incidence:overall:injuryLocation_knee_incidence,hold,S1957,271:incidence:overall:injuryLocation_knee_incidence,"This child competes with a retained source-supported parent for the same final target, but available evidence does not establish a disjoint population-period partition.","standardised.csv sourceDataRow 271 and child rows 272,273,274,275,276; competing parent observation=271:incidence:overall:injuryLocation_knee_incidence",,incidence|overall|injuryLocation_knee|sensitivity,supported,sensitivity,descriptive_only,false,S1957|276|U19|3,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,possible_parent_granular_overlap_unresolved,injury-analysis-master.csv observation_id=276:incidence:overall:injuryLocation_knee_incidence; sourceDataRow=276,S1957,
276:incidence:overall:injuryLocation_lower_leg_incidence,hold,S1957,271:incidence:overall:injuryLocation_lower_leg_incidence,"This child competes with a retained source-supported parent for the same final target, but available evidence does not establish a disjoint population-period partition.","standardised.csv sourceDataRow 271 and child rows 272,273,274,275,276; competing parent observation=271:incidence:overall:injuryLocation_lower_leg_incidence",,incidence|overall|injuryLocation_lower_leg|sensitivity,supported,sensitivity,descriptive_only,false,S1957|276|U19|3,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,possible_parent_granular_overlap_unresolved,injury-analysis-master.csv observation_id=276:incidence:overall:injuryLocation_lower_leg_incidence; sourceDataRow=276,S1957,
276:incidence:overall:injuryLocation_thigh_incidence,hold,S1957,271:incidence:overall:injuryLocation_thigh_incidence,"This child competes with a retained source-supported parent for the same final target, but available evidence does not establish a disjoint population-period partition.","standardised.csv sourceDataRow 271 and child rows 272,273,274,275,276; competing parent observation=271:incidence:overall:injuryLocation_thigh_incidence",,incidence|overall|injuryLocation_thigh|sensitivity,supported,sensitivity,descriptive_only,false,S1957|276|U19|3,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,possible_parent_granular_overlap_unresolved,injury-analysis-master.csv observation_id=276:incidence:overall:injuryLocation_thigh_incidence; sourceDataRow=276,S1957,
276:incidence:overall:injuryLocation_upper_limb_overall_incidence,hold,S1957,271:incidence:overall:injuryLocation_upper_limb_overall_incidence,"This child competes with a retained source-supported parent for the same final target, but available evidence does not establish a disjoint population-period partition.","standardised.csv sourceDataRow 271 and child rows 272,273,274,275,276; competing parent observation=271:incidence:overall:injuryLocation_upper_limb_overall_incidence",,incidence|overall|injuryLocation_upper_limb_overall|sensitivity,supported,sensitivity,descriptive_only,false,S1957|276|U19|3,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,possible_parent_granular_overlap_unresolved,injury-analysis-master.csv observation_id=276:incidence:overall:injuryLocation_upper_limb_overall_incidence; sourceDataRow=276,S1957,
