observation_id,outcome_scope,raw_outcome_scope,location,type,diagnosis,threshold_route,metric_alignment_status,reason,evidence,paper_id,sourceDataRow,metric,setting,metric_usability,evidence_grade,scope_alignment_status,adjudicated_outcome_scope,pair_review_status,source_title,time_loss_definition,exposure_method_status,reverse_exposure_supported,reverse_exposure_route,reverse_exposure_player_hours,reverse_exposure_evidence,model_eligibility,verified_injury_count,count_alignment_evidence,reported_rate_alignment,reported_time_loss_rate_per_1000,calculated_crude_count_rate_per_1000,published_rate_method,canonical_scope_basis,burden_numerator_hours_available,verified_days_lost,days_alignment_evidence,prefit_gate
110:incidence:training:main,all_injuries,all_injuries_scope_review,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryTrainingCount, injuryIncidenceTraining, trainingExposure",S075,110,incidence,training,descriptive_only,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Injury Patterns and Incidence in an Elite Youth Football Academy—A Prospective Cohort Study of 138 Male Athletes,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
110:incidence:overall:injuryTissueType_bone_fracture_incidence,injuryTissueType_bone_fracture,injuryTissueType_bone_fracture,,bone fracture,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryTissueType_bone_fracture_incidence,S075,110,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryTissueType_bone_fracture,not_matching_pair,Injury Patterns and Incidence in an Elite Youth Football Academy—A Prospective Cohort Study of 138 Male Athletes,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
110:incidence:overall:injuryTissueType_bone_stress_incidence,injuryTissueType_bone_stress,injuryTissueType_bone_stress,,bone stress,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryTissueType_bone_stress_incidence,S075,110,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryTissueType_bone_stress,not_matching_pair,Injury Patterns and Incidence in an Elite Youth Football Academy—A Prospective Cohort Study of 138 Male Athletes,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
110:incidence:overall:injuryTissueType_cartilage_synovium_bursa_incidence,injuryTissueType_cartilage_synovium_bursa,injuryTissueType_cartilage_synovium_bursa,,cartilage synovium bursa,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryTissueType_cartilage_synovium_bursa_incidence,S075,110,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryTissueType_cartilage_synovium_bursa,not_matching_pair,Injury Patterns and Incidence in an Elite Youth Football Academy—A Prospective Cohort Study of 138 Male Athletes,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
110:incidence:overall:injuryTissueType_concussion_incidence,injuryTissueType_concussion,injuryTissueType_concussion,,concussion,Concussion,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryTissueType_concussion_incidence,S075,110,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryTissueType_concussion,not_matching_pair,Injury Patterns and Incidence in an Elite Youth Football Academy—A Prospective Cohort Study of 138 Male Athletes,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
110:incidence:overall:injuryTissueType_ligament_joint_capsule_incidence,injuryTissueType_ligament_joint_capsule,injuryTissueType_ligament_joint_capsule,,ligament joint capsule,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryTissueType_ligament_joint_capsule_incidence,S075,110,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryTissueType_ligament_joint_capsule,not_matching_pair,Injury Patterns and Incidence in an Elite Youth Football Academy—A Prospective Cohort Study of 138 Male Athletes,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
110:incidence:overall:injuryTissueType_muscle_injury_incidence,injuryTissueType_muscle_injury,injuryTissueType_muscle_injury,,muscle injury,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryTissueType_muscle_injury_incidence,S075,110,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryTissueType_muscle_injury,not_matching_pair,Injury Patterns and Incidence in an Elite Youth Football Academy—A Prospective Cohort Study of 138 Male Athletes,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
110:incidence:overall:injuryTissueType_physis_incidence,injuryTissueType_physis,injuryTissueType_physis,,physis,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryTissueType_physis_incidence,S075,110,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryTissueType_physis,not_matching_pair,Injury Patterns and Incidence in an Elite Youth Football Academy—A Prospective Cohort Study of 138 Male Athletes,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
110:incidence:overall:injuryTissueType_superficial_tissues_skin_incidence,injuryTissueType_superficial_tissues_skin,injuryTissueType_superficial_tissues_skin,,superficial tissues skin,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryTissueType_superficial_tissues_skin_incidence,S075,110,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryTissueType_superficial_tissues_skin,not_matching_pair,Injury Patterns and Incidence in an Elite Youth Football Academy—A Prospective Cohort Study of 138 Male Athletes,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
111:incidence:overall:main,all_injuries,all_injuries_scope_review,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryTotalCount, injuryIncidenceOverall, totalExposure",S076,111,incidence,overall,descriptive_only,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Injury patterns differ with age in male youth football: a four-season prospective study of 1111 time-loss injuries in an elite national academy,time-loss,not_individually_adjudicated,true,approximate_exposure_sensitivity_only,17051.28205,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility.",false,,,,,,,,,,,
111:incidence:match:main,all_injuries,all_injuries_scope_review,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryMatchCount, injuryIncidenceMatch, matchExposure",S076,111,incidence,match,descriptive_only,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Injury patterns differ with age in male youth football: a four-season prospective study of 1111 time-loss injuries in an elite national academy,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
